upid,tgtplatethickness1,tgtwidth,steelspec,discharge,rm_time,fm_time,staying_time_pre,staying_time_1,staying_time_2,staying_time_soak,in_fce_time,cooltime,discharge_rm-fm
18903046000,0.05925,2.512,S355J0-AR,170.571,166.619,90.097,198,105,74,41,419,0,793.726
18903047000,0.05925,2.512,S355J0-AR,181.072,167.506,89.513,181,104,85,45,416,0,741.802
18903048000,0.05925,2.512,S355J0-AR,201.897,119.527,87.12,180,105,84,44,413,0,769.108
18903049000,0.02964,2.582,Q690CFD,75.981,119.137,115.154,176,90,81,46,394,15.837,395.32
18903050000,0.04474,4.284,BWELDY700QL2,82.259,151.826,98.405,200,101,70,60,432,0,36.389
18903051000,0.01773,3.075,NQ550,77.779,83.905,95.704,165,116,61,52,395,0,36.721
18903052000,0.01421,4.119,Q550D,94.848,115.68,80.26,180,101,71,48,401,0,37.195
18903053000,0.0102,3.871,VL A,116.149,84.097,108.766,158,114,60,58,391,0,36.336
18903054000,0.01117,4.112,KA,176.647,89.231,89.756,156,104,70,58,389,0,38.788
18903055000,0.0117,4.152,KA,59.945,91.876,84.666,172,96,68,57,394,0,38.785
18903056000,0.01067,3.953,LR A,53.617,101.191,89.374,173,95,61,65,395,0,34.32
18903057000,0.0092,4.009,KA,114.878,97.14,87.99,198,79,63,51,392,0,38.978
18903058000,0.0122,4.205,LR AH36-TM,85.861,101.372,146.353,186,88,62,55,392,0,97.393
18903059000,0.01025,3.978,LR AH32,60.482,106.952,102.096,184,81,68,59,393,0,64.794
18903060000,0.01075,3.895,LR AH32,56.138,113.475,101.083,183,79,60,68,391,0,59.714
18903061000,0.01125,4.446,AB/AH32,83.942,91.149,103.245,198,72,82,34,386,0,43.308
18903062000,0.01075,3.535,LR AH32,78.962,106.741,103.303,182,87,66,48,385,0,63.932
18903063000,0.01072,3.522,LR AH32,60.978,114.777,104.787,182,76,62,64,385,0,59.182
18903064000,0.01125,3.792,AB/AH32,51.967,111.943,95.332,182,72,61,67,383,0,59.229
18903065000,0.01025,3.965,LR AH32,108.73,91.828,90.911,198,68,75,39,381,0,44.065
18903066000,0.0124,3.622,460LF-TM,79.239,116.495,98.501,184,79,69,44,378,7.143,85.194
18903067000,0.0207,3.996,KA36-TM,57.737,151.924,119.24,181,68,59,68,377,8.716,206.391
18903070000,0.0207,4.233,KA36-TM,112.741,161.33,114.429,196,59,64,59,380,8.702,209.277
18903071000,0.0207,3.965,KA36-TM,119.242,118.227,109.241,178,66,82,52,379,8.702,243.456
18903072000,0.0217,4.103,KA36-TM,50.786,161.331,105.839,182,59,74,62,378,8.826,163.103
18903073000,0.0207,4.132,KA36-TM,85.505,137.852,102.283,182,70,70,53,376,8.705,128.35
18903074000,0.0232,3.739,AB/AH36-TM,79.157,141.885,103.342,181,68,73,51,374,8.868,156.343
18903075000,0.0237,4.211,AB/AH36-TM,63.92,145.499,103.539,177,61,82,52,373,8.882,161.126
18903076000,0.0202,4.517,KA36-TM,95.464,129.262,101.181,176,61,80,49,367,0,152.976
18903077000,0.0172,4.669,KA36-TM,124.26,130.46,115.681,176,58,73,66,374,6.694,111.415
18903078000,0.0184,3.595,460LF-TM,127.062,145.645,92.825,182,60,73,51,367,9.876,120.721
18903079000,0.0184,3.509,460LF-TM,114.634,153.979,85.687,172,60,82,52,366,9.876,103.774
18903080000,0.0184,4.047,460LF-TM,129.476,147.989,83.041,169,58,83,54,365,9.876,88.261
18903081000,0.0134,3.94,460LF-TM,85.792,104.88,91.397,173,54,80,52,361,8.708,68.689
18903082000,0.01983,4.104,S355K2+N,79.984,140.795,125.289,173,60,79,54,367,0,188.968
18903083000,0.01983,4.104,S355K2+N,68.826,165.929,160.551,172,60,80,56,369,0,154.617
18903084000,0.02745,2.812,Q345B,79.797,142.661,96.291,172,58,75,64,370,0,290.872
18903085000,0.01476,3.79,Q345B,81.379,147.5,131.141,160,79,62,56,358,0,89.573
18903086000,0.01476,3.79,Q345B,79.262,178.041,144.095,172,64,82,50,370,0,96.533
18903087000,0.01476,3.79,Q345B,99.353,155.038,137.136,167,57,94,50,369,0,88.373
18903088000,0.01988,4.519,SM490A,112.811,129.06,153.992,169,49,100,50,368,0,114.912
18903089000,0.01988,4.519,SM490A,135.768,131.566,142.031,154,74,76,45,350,0,131.289
18903090000,0.01988,4.519,SM490A,130.423,125.044,144.77,168,67,82,46,364,0,137.811
18903091000,0.01787,4.509,SM490A,112.219,116.452,129.176,163,74,78,47,363,0,157.77
18903092000,0.01787,4.509,SM490A,97.383,144.188,127.341,161,44,109,46,360,0,139.014
18903093000,0.01787,4.509,SM490A,139.289,107.096,145.443,157,69,81,47,355,0,151.006
18903094000,0.01787,4.509,SM490A,109.201,123.165,140.729,162,65,83,44,356,0,163.3
18903095000,0.01787,4.509,SM490A,90.087,112.468,126.913,152,73,78,47,351,0,173.321
18903096000,0.01587,4.581,SM490A,99.523,122.583,147.837,152,70,75,53,350,0,136.37
18903097000,0.01587,4.581,SM490A,191.765,124.077,147.878,151,68,83,43,346,0,83
18903098000,0.01587,4.581,SM490A,184.497,129.217,146.112,141,70,78,45,336,0,84.102
18903099000,0.0139,4.507,SM490A,67.208,130.283,145.871,137,75,76,48,337,0,61.385
18903100000,0.0139,4.507,SM490A,65.36,134.595,143.578,135,74,77,49,336,0,66.664
18903101000,0.0139,4.507,SM490A,96.915,122.595,140.438,136,79,77,40,333,0,76.23
18903102000,0.01191,4.514,SM490A,109.686,142.211,166.504,134,79,79,39,331,0,63.466
18903103000,0.00993,4.114,SM490A,57.49,136.411,124.908,133,72,83,43,333,0,64.891
18903104000,0.01191,4.514,SM490A,55.251,151.449,162.974,128,73,83,45,330,0,65.266
18903105000,0.01188,4.193,Q345B,81.756,145.056,153.353,148,60,76,41,327,0,92.877
18903106000,0.01188,4.193,Q345B,76.109,157.868,139.308,134,65,84,42,326,0,87.785
18903107000,0.01188,4.193,Q345B,64.653,139.108,135.926,123,76,83,44,327,0,87.604
18903108000,0.01188,4.193,Q345B,50.888,142.216,138.049,115,80,83,46,325,0,76.032
18903109000,0.04019,2.113,Q460C,83.497,53.618,158.789,139,74,66,42,322,21.333,579.885
18903111000,0.03167,2.342,Q460D,98.68,429.318,162.477,137,67,73,45,323,16.19,465.365
18903112000,0.0237,3.816,AB/AH36-TM,51.477,139.244,90.331,101,96,71,57,325,8.883,361.593
18903113000,0.0237,4.211,AB/AH36-TM,81.113,245.289,103.683,125,79,66,51,322,8.883,235.441
18903114000,0.0232,3.708,AB/AH36-TM,177.481,170.494,91.153,125,79,65,52,322,8.869,229.338
18903115000,0.0227,4.037,AB/AH36-TM,86.992,98.311,98.789,129,72,71,57,330,8.86,168.908
18903116000,0.0207,3.11,AB/AH36-TM,50.239,141.691,109.728,127,73,70,60,331,8.704,173.959
18903117000,0.02017,3.302,KA36-TM,80.474,127.737,95.713,119,81,64,56,321,8.636,184.123
18903118000,0.0207,3.727,KA36-TM,76.417,149.716,99.639,121,77,67,55,321,8.718,152.456
18903119000,0.0207,3.827,KA36-TM,58.735,140.26,105.697,131,76,65,57,330,8.705,186.529
18903120000,0.01767,3.196,KA36-TM,52.357,128.108,91.87,130,66,74,60,331,6.713,204.378
18903121000,0.01817,3.542,KA36-TM,80.796,118.887,107.607,130,75,59,57,322,6.718,197.721
18903122000,0.01617,3.52,KA36-TM,78.922,118.38,103.352,121,84,58,58,322,6.67,187.429
18903123000,0.02017,3.538,KA36-TM,61.076,143.849,100.983,130,80,63,55,330,8.637,155.866
18903124000,0.02017,3.302,KA36-TM,50.283,128.268,96.428,130,70,71,59,331,8.637,178.501
18903125000,0.0217,3.724,KA36-TM,81.886,154.318,103.77,129,73,66,51,320,8.825,154.806
18903126000,0.0227,3.856,KA36-TM,76.383,141.66,98.205,119,82,70,48,321,8.861,212.21
18903127000,0.0242,3.82,KA36-TM,57.154,131.334,95.76,130,81,63,56,331,8.881,242.097
18903128000,0.02325,4.101,AB/AH32,54.141,128.876,100.418,127,76,75,51,330,0,234.481
18903129000,0.0217,3.667,AB/AH32,84.945,150.433,95.806,139,63,73,45,321,0,164.218
18903130000,0.02075,3.517,LR AH32,115.33,130.85,84.184,134,74,71,48,328,0,121.248
18903131000,0.02075,4.159,LR AH32,101.65,127.243,83.62,133,71,76,44,325,0,208.61
18903132000,0.01772,3.686,LR AH36,49.45,110.589,110.209,133,64,83,49,330,0,241.487
18903133000,0.01822,3.954,LR AH36,84.829,140.16,101.847,137,63,78,44,323,0,230.745
18903134000,0.02175,3.916,AB/AH32,88.501,137.329,85.866,136,64,85,45,331,0,223.061
18903135000,0.0162,3.723,AB/A,60.028,111.744,85.592,138,64,84,48,335,0,86.834
18903136000,0.01217,4.109,KA,52.926,127.69,93.924,141,58,86,49,335,0,36.816
18903137000,0.01217,4.088,KA,85.296,123.646,105.696,141,62,76,45,325,0,36.421
18903138000,0.01275,4.154,AB/AH32,79.402,126.635,107.084,139,61,85,48,335,0,36.672
18903139000,0.0122,3.706,DH32,60.611,121.345,113.28,139,64,82,50,335,0,34.217
18903140000,0.01225,4.609,AB/AH32,54.179,112.851,115.866,137,64,76,57,335,0,37.353
18903141000,0.01322,3.505,VL A,75.125,111.648,98.115,138,65,81,49,334,0,34.985
18903142000,0.0122,4.132,LR A,116.111,135.843,106.756,151,58,75,54,339,0,50.972
18903143000,0.01222,3.828,VL A,86.677,133.293,103.241,139,65,74,60,339,0,44.785
18903144000,0.01925,3.901,VL A,61.426,121.962,89.095,140,63,83,52,339,0,34.466
18903145000,0.01967,3.981,KA36-TM,84.81,112.858,108.145,123,72,68,52,316,6.666,155.176
18903146000,0.01867,3.648,KA36-TM,75.451,125.467,120.86,141,56,83,52,333,6.687,181.827
18903147000,0.01967,3.981,KA36-TM,59.214,123.22,105.45,148,62,72,62,345,6.667,170.552
18903148000,0.02017,3.302,KA36-TM,49.944,118.04,118.749,152,56,88,49,346,8.636,246.093
18903149000,0.0207,3.727,KA36-TM,82.812,138.618,116.832,129,66,78,49,322,8.714,221.048
18903150000,0.01917,3.563,KA36-TM,75.805,124.219,94.989,141,60,78,49,329,6.636,222.052
18903151000,0.01967,3.981,KA36-TM,59.261,130.751,113.266,130,61,72,64,328,6.663,184.038
18903152000,0.0207,3.539,KA36-TM,50.308,129.75,97.19,130,70,69,58,328,8.718,236.541
18903153000,0.01717,3.523,KA36-TM,83.928,131.043,95.523,140,64,75,50,329,6.698,194.835
18903154000,0.01867,3.856,KA36-TM,79.791,146.351,123.516,135,68,80,48,332,6.722,155.032
18903155000,0.01667,3.559,KA36-TM,85.867,129.355,108.524,130,74,76,49,330,6.68,150.38
18903156000,0.01667,3.368,KA36-TM,50.351,128.728,100.556,129,76,73,51,330,6.68,186.588
18903157000,0.0222,3.541,KA36-TM,80.133,125.044,92.88,131,82,70,45,329,8.84,207.023
18903158000,0.0207,3.586,KA36-TM,76.379,158.84,105.361,138,67,73,49,328,8.705,178.023
18903159000,0.0207,3.827,KA36-TM,59.235,164.392,102.678,129,75,74,50,329,8.707,197.905
18903160000,0.0207,3.827,KA36-TM,51.723,201.506,100.37,127,74,67,59,329,8.712,152.966
18903161000,0.0207,3.827,KA36-TM,75.798,141.505,100.463,132,72,77,49,330,8.707,250.849
18903162000,0.0207,3.827,KA36-TM,83.075,180.335,106.898,131,74,76,55,336,8.708,196.038
18903163000,0.0207,3.419,KA36-TM,69.653,143.859,102.242,131,72,79,52,335,8.713,209.896
18903164000,0.0207,3.118,KA36-TM,50.521,142.406,105.799,129,73,69,63,335,8.713,216.483
18903165000,0.0207,3.118,KA36-TM,80.832,157.874,102.247,123,73,79,52,327,8.714,219.695
18903166000,0.0207,3.015,KA36-TM,75.789,147.596,109.398,143,61,79,51,335,8.712,236.353
18903167000,0.0212,3.728,KA36-TM,58.048,162.002,98.985,134,70,80,53,338,8.788,208.839
18903168000,0.0207,3.418,KA36-TM,51.267,148.944,103.78,130,74,71,62,338,8.713,226.322
18903169000,0.0252,3.99,KA36-TM,82.86,159.324,123.401,117,69,80,51,318,8.897,161.137
18903170000,0.0252,3.259,KA36-TM,78.728,154.369,94.129,130,76,68,52,328,8.897,203.896
18903171000,0.0252,3.733,KA36-TM,61.375,162.957,115.872,124,71,81,53,330,8.904,166.514
18903172000,0.0217,3.133,KA36-TM,53.091,143.139,103.832,132,66,67,64,329,8.826,200.779
18903173000,0.0207,3.118,KA36-TM,81.45,140.351,106.07,126,66,78,51,322,8.721,240.155
18903174000,0.0187,3.764,KA36-TM,76.16,127.306,100.805,122,78,69,50,320,6.712,212.926
18903175000,0.01767,3.523,KA36-TM,57.493,146.01,101.041,132,64,77,53,328,6.712,174.189
18903176000,0.0182,3.5,KA36-TM,127.182,137.176,117.885,133,63,68,63,327,6.718,106.37
18903177000,0.01617,3.193,KA36-TM,113.237,129.978,109.389,127,71,75,46,320,6.67,166.419
18903178000,0.01667,3.534,KA36-TM,75.821,163.485,111.217,135,72,69,50,327,6.68,164.885
18903179000,0.01917,3.52,KA36-TM,60.136,136.087,119.564,137,64,79,50,331,6.667,181.202
18903180000,0.01617,3.177,KA36-TM,53.501,140.926,107.09,135,62,68,66,332,6.67,165.604
18903181000,0.01117,3.687,KA,84.583,140.303,96.038,123,68,84,43,320,0,41.187
18903182000,0.01017,3.803,KA,79.891,142.841,107.48,121,66,86,46,320,0,35.037
18903183000,0.01117,3.746,KA,88.377,141.466,111.89,133,66,84,48,332,0,37.104
18903184000,0.00778,3.897,Q235B,43.565,1.344,188.25,134,66,81,54,337,0,36.957
18903185000,0.00778,3.897,Q235B,75.562,1.344,196.988,127,75,73,54,330,0,38.598
18903186000,0.00778,3.89,Q235B,69.547,1.343,169.535,129,72,75,56,333,0,41.197
18903188000,0.00874,3.703,KA,44.372,1.343,135.217,129,67,73,76,346,0,64.361
18903189000,0.00831,3.514,KA,74.886,1.344,96.337,130,71,78,68,348,0,51.217
18903190000,0.00831,3.504,KA,69.221,1.632,112.79,130,71,79,68,349,0,46.082
18903191000,0.00836,3.405,LR A,51.451,1.343,127.163,130,69,80,69,350,0,45.41
18903192000,0.00836,3.173,LR A,37.53,1.44,98.437,124,68,81,80,353,0,42.051
18903193000,0.00836,3.494,LR A,69.008,1.488,111.544,134,69,72,77,353,0,42.001
18903194000,0.00831,3.514,KA,63.186,1.345,136.23,135,66,71,80,353,0,39.597
18903195000,0.00832,3.97,KA,44.081,1.344,139.202,135,68,71,78,353,0,43.387
18903196000,0.00731,3.365,KA,38.083,1.584,149.618,132,65,79,81,359,0,38.641
18903197000,0.00731,3.098,KA,82.199,1.681,121.39,128,76,71,77,354,0,43.825
18903198000,0.00731,3.145,KA,62.615,1.392,96.285,139,66,70,79,355,0,40.836
18903199000,0.00731,3.097,KA,43.458,1.536,123.834,138,65,71,78,353,0,45.174
18903200000,0.00731,3.1,KA,37.602,1.344,102.326,133,65,80,81,360,0,44.462
18903201000,0.00731,2.954,KA,69.087,1.488,99.07,136,70,70,76,353,0,39.893
18903202000,0.00731,3.098,KA,43.803,1.489,97.733,136,59,83,75,354,0,38.832
18903203000,0.00663,3.591,S275J2,44.585,1.822,171.505,137,69,70,75,353,0,42.478
18903204000,0.00663,3.586,S275J2,41.42,1.392,142.706,132,67,85,80,365,0,48.863
18903205000,0.00663,3.586,S275J2,73.539,1.536,126.323,136,68,79,78,362,0,48.821
18903206000,0.00663,3.586,S275J2,67.431,1.344,140.17,132,67,87,76,363,0,47.711
18903207000,0.00663,3.586,S275J2,48.045,1.344,156.914,138,70,81,70,360,0,44.64
18903208000,0.00663,3.586,S275J2,42.233,1.344,145.576,135,68,93,71,368,0,44.352
18903209000,0.00663,3.586,S275J2,73.528,1.44,124.258,133,70,86,69,360,0,43.403
18903210000,0.00661,2.578,S275J2,67.873,1.488,121.44,132,69,92,68,362,0,39.36
18903211000,0.00661,2.578,S275J2,48.616,1.681,139.723,132,68,95,68,364,0,45.663
18903212000,0.00661,2.578,S275J2,42.776,1.536,194.216,129,72,96,69,367,0,49.442
18903213000,0.00661,2.587,S275J2,73.687,1.585,144.05,134,67,100,66,368,0,38.929
18903214000,0.00663,3.585,S275J2,68.977,1.393,146.55,133,70,97,69,370,0,47.902
18903215000,0.00663,3.592,S275J2,49.999,1.719,174.917,135,71,95,71,372,0,41.473
18903216000,0.00663,3.586,S275J2,43.261,1.392,149.618,121,80,97,70,370,0,52.404
18903217000,0.00731,3.528,KA,74.052,1.921,155.808,133,69,96,71,370,0,38.83
18903218000,0.00731,3.457,KA,68.338,1.441,140.445,133,69,98,72,372,0,46.609
18903219000,0.00731,3.113,KA,50.057,1.391,105.842,128,68,98,70,365,0,42.77
18903220000,0.00731,3.1,KA,43.015,1.392,106.414,118,78,99,72,368,0,45.457
18903221000,0.00731,3.44,KA,73.632,1.439,138.576,128,71,95,73,367,0,44.878
18903222000,0.00731,3.113,KA,68.86,1.585,105.512,128,68,99,71,367,0,48.146
18903223000,0.00731,3.091,KA,49.941,1.488,134.213,130,67,97,72,367,0,43.772
18903224000,0.00836,3.55,LR A,42.646,1.392,124.992,126,72,107,69,375,0,45.888
18903225000,0.00836,3.361,LR A,73.679,1.536,134.453,132,58,110,67,368,0,43.774
18903226000,0.00836,3.368,LR A,68.282,1.345,103.591,127,80,102,64,374,0,40.99
18903227000,0.00874,2.614,KA,49.959,1.345,112.089,134,67,103,64,368,0,42.951
18903228000,0.0122,3.329,KA,53.643,105.703,89.903,137,82,104,39,363,0,81.268
18903229000,0.01017,3.177,KA,84.133,119.042,108.002,136,98,87,40,362,0,36.088
18903230000,0.01072,3.045,LR AH32,77.949,117.556,85.537,137,95,92,37,362,0,44.929
18903231000,0.01125,2.981,LR AH32,59.45,115.778,85.396,138,94,90,39,362,0,40.505
18903232000,0.01225,2.637,LR AH32,52.259,109.401,84.623,134,94,91,39,359,0,67.486
18903233000,0.01525,3.34,LR AH32,104.089,99.265,94.32,137,94,89,38,359,0,59.712
18903234000,0.01222,3.035,AB/AH32,77.513,119.817,97.204,133,95,91,38,358,0,57.117
18903235000,0.01222,3.04,AB/AH32,55.691,123.599,115.251,124,94,91,38,347,0,42.177
18903236000,0.01272,3.115,AB/AH32,52.196,128.26,97.448,132,97,91,37,359,0,38.686
18903237000,0.01272,3.115,AB/AH32,79.624,124.567,92.021,127,93,93,36,350,0,38.782
18903238000,0.01722,3.136,VL A32,176.335,122.827,123.449,124,96,91,36,348,0,91.345
18903239000,0.01972,2.766,VL A32,127.729,148.986,121.596,128,95,90,36,350,0,114.003
18903240000,0.01225,2.499,LR AH32,124.741,129.028,95.712,126,107,78,45,357,0,110.314
18903241000,0.01275,2.51,AB/AH32,126.944,131.34,95.515,131,98,81,41,353,0,93.549
18903242000,0.01275,2.51,AB/AH32,100.363,136.409,95.225,138,99,75,43,356,0,88.753
18903243000,0.01617,3.036,DH32,70.771,164.396,111.744,125,100,74,44,343,0,77.524
18903244000,0.01872,3.117,AB/AH32,73.693,136.765,112.753,123,114,73,45,356,0,131.85
18903245000,0.01975,2.902,AB/AH32,80.37,146.98,116.982,129,105,67,44,346,0,137.327
18903246000,0.01822,3.119,VL A32,74.478,148.518,111.734,136,102,66,44,349,0,130.176
18903247000,0.0122,2.82,KA,58.17,118.513,108.182,145,89,72,43,350,0,119.23
18903248000,0.01217,3.056,KA,53.512,122.408,116.94,149,91,70,43,355,0,80.533
18903249000,0.01775,2.112,AB/AH32,84.744,139.209,105.888,150,93,66,42,353,0,133.919
18903250000,0.01825,2.656,AB/AH32,78.039,138.002,97.106,152,88,67,43,351,0,126.287
18903251000,0.02025,2.963,AB/AH32,60.905,117.838,98.154,152,88,67,44,352,0,108.339
18903252000,0.01275,2.51,AB/AH32,52.95,118.755,115.882,161,89,66,44,361,0,53.995
18903253000,0.01275,2.51,AB/AH32,82.811,128.602,95.565,155,86,67,43,352,0,36.613
18903254000,0.01222,3.015,AB/AH32,76.82,122.21,93.31,163,88,56,43,351,0,37.057
18903255000,0.0122,2.105,KA,59.334,116.839,95.095,153,88,59,50,351,0,38.015
18903256000,0.0122,2.44,KA,51.733,104.216,91.82,166,88,64,44,363,0,37.774
18903257000,0.0122,2.069,KA,81.054,115.187,91.922,154,89,57,51,352,0,38.208
18903258000,0.01275,2.51,AB/AH32,78.961,143.005,95.622,162,88,54,44,350,0,53.269
18903259000,0.01275,2.512,AB/AH32,65.589,126.236,86.78,152,89,55,53,350,0,37.494
18903260000,0.01275,2.515,AB/AH32,48.725,115.01,94.839,164,89,57,51,361,0,46.077
18903261000,0.01275,2.515,AB/AH32,83.285,129.543,92.65,149,90,55,51,346,0,38.158
18903262000,0.01925,2.365,VL A32,76.969,114.631,104.795,169,73,61,43,348,0,201.93
18903263000,0.01317,3.05,KA,55.611,212.259,110.679,149,89,52,54,345,0,85.343
18903264000,0.01225,3.152,LR AH32,118.165,109.295,121.246,169,77,63,51,361,0,83.944
18903265000,0.0112,2.672,KA,107.35,110.243,115.778,158,79,60,50,348,0,106.47
18903266000,0.01075,2.67,LR AH32,79.193,114.871,88.799,167,60,68,43,340,0,110.306
18903267000,0.01075,2.67,LR AH32,60.005,108.917,88.945,155,73,61,52,342,0,70.369
18903268000,0.01125,2.489,LR AH32,53.69,111.506,90.392,168,63,70,52,355,0,41.751
18903269000,0.01117,2.704,KA,84.317,129.886,89.047,166,61,65,52,345,0,37.104
18903270000,0.01117,2.706,KA,78.683,109.11,94.258,172,57,70,41,341,0,37.302
18903271000,0.01117,2.701,KA,59.472,122.677,94.121,161,58,69,51,340,0,37.015
18903272000,0.00921,2.745,KA,53.94,117.737,87.747,169,60,69,53,352,0,37.4
18903273000,0.00922,2.644,KA,84.55,121.054,86.021,167,58,67,50,343,0,37.385
18903274000,0.0102,2.405,KA,80.797,120.623,91.88,179,56,68,42,346,0,37.393
18903275000,0.01125,2.486,AB/AH32,60.413,116.889,100.569,170,61,65,51,347,0,37.428
18903276000,0.01175,2.309,AB/AH32,53.377,121.209,95.658,171,58,69,51,350,0,42.721
18903277000,0.01125,2.497,LR AH32,84.972,119.61,87.8,170,61,66,49,348,0,40.321
18903278000,0.01125,2.499,LR AH32,78.622,113.372,91.008,182,54,60,50,347,0,40.513
18903279000,0.01125,2.5,LR AH32,58.3,119.183,92.49,171,56,77,42,347,0,43.065
18903280000,0.01125,2.5,LR AH32,50.94,112.889,96.24,178,57,68,51,356,0,39.937
18903281000,0.01175,2.309,AB/AH32,81.402,118.32,92.693,174,54,77,42,348,0,41.087
18903282000,0.01225,2.401,LR AH32,78.553,121.11,88.889,182,47,67,49,346,0,40.467
18903283000,0.01125,2.5,LR AH32,59.776,115.434,89.678,173,53,69,51,346,0,40.174
18903284000,0.01125,2.5,LR AH32,52.515,122.643,92.017,181,54,69,51,356,0,40.081
18903285000,0.01125,2.5,LR AH32,82.871,112.511,87.307,176,52,72,49,350,0,43.632
18903286000,0.01025,2.447,LR A,75.241,130.316,88.943,171,51,70,50,343,0,43.728
18903287000,0.01025,2.515,LR A,60.093,114.047,89.085,171,52,68,53,345,0,45.314
18903288000,0.01125,2.5,LR AH32,52.822,128.121,94.091,176,60,69,53,358,0,40.212
18903289000,0.01125,2.5,LR AH32,80.627,133.881,94.07,170,57,70,51,348,0,40.272
18903290000,0.01125,2.5,LR AH32,78.788,127.622,89.28,158,59,68,51,338,0,40.284
18903291000,0.01125,2.5,LR AH32,59.733,116.629,95.428,148,61,68,53,331,0,40.225
18903292000,0.01125,2.5,LR AH32,52.722,112.327,95.432,162,68,70,51,353,0,40.464
18903293000,0.01125,2.5,LR AH32,84.619,115.097,93.317,149,63,69,52,334,0,40.561
18903294000,0.01125,2.5,LR AH32,78.773,119.477,90.008,144,60,68,51,324,0,40.891
18903295000,0.01125,2.5,LR AH32,60.452,108.438,90.715,151,66,67,54,338,0,40.464
